,text_lemma
1065,bGURPS73734833 get back weve super busy across channel Did gxe2x80xa6 httpstconAxquvWJjU
1066,bBBeachBoundd Our payment holiday form available website Dan All info apply right hexe2x80xa6 httpstcoz8N7Xd7eoR
1067,bmerkmoore95 pop call certainly see Markxe2x80xa6 httpstcoDWIEXGYopc
1068,baackoo13 When close account We usually leave access online service period youxe2x80xa6 httpstco2vDhBie9z3
1069,bbenbarker1975 Ben still trouble load form Nic
1070,bRaulAlonso1979 Raul manage get please drop let know caxe2x80xa6 httpstcoaPgXSYcsDJ
1071,bShadabHassan Shadab youve difficulty speak team Did manage reach nxe2x80xa6 httpstcoLOClpgI8Gq
1072,bAvesDavid David really delay The team work hard support lot people impactedxe2x80xa6 httpstcoaI640TmT8u
1073,bClaudeLinden Hey Claude request transfer credit balance back bank account onlinexe2x80xa6 httpstcouCpX9TAgq9
1074,bMi_Klo Michael Id like see help get sort Would mind pop send youxe2x80xa6 httpstcoqwKsdqQ3Vm
1075,bDaveyPrater Davey Sorry Did manage get get sort Feel free pop overxe2x80xa6 httpstcoX0ybFBMVfu
1076,bEwar41 Youre welcome Ed let know anything else Lisa
1077,bhedgehog_farm Sorry Did manage reach team yesterday feel free drop overxe2x80xa6 httpstcoXwsc7HbrJK
1078,bLeeBowra Did manage get sort Lee payment payment holiday form live ixe2x80xa6 httpstco2Jt6M1MmXe
1079,bcheraldlee Cheri Our team take break today work yesterday Did manage get soxe2x80xa6 httpstco33E5fDInL0
1080,bTammyClore AskBarclaysUS No worry Kristos
1081,bTheJaeMann Jae Sorry hold Did manage get get sort head Dxe2x80xa6 httpstcoOFJdMIINXx
1082,bTammyClore Thank clarify Tammy Youre speak UK team friend atxe2x80xa6 httpstcoBdRrzTdrs1
1083,brfen25 Ruth manage log payment please drop Private Messagexe2x80xa6 httpstcowMIVDWU7kr
1084,bits_ciaran_92 Ciarxc3xa1n Sorry hold want pop let know query Ill seexe2x80xa6 httpstcoMPJLw56zax
1085,bmovinsouthagain Kathryn want pop well help Brendan httpstcomPqb4etrYV
1086,bRobheath_ Hey Rob hope youve able get touch pop let know littlxe2x80xa6 httpstcoiKfrwmOc2h
1087,bdobiemanengland Colin Sorry Did manage get sort head bxe2x80xa6 httpstcoHgYLSYwMca
1088,bneilemerydotcom Neil follow guideline set constantly look nxe2x80xa6 httpstcoD9TE51eZcl
1089,bjamesellis09 Perfect thank let know James xf0x9fx91x8d Brendan
1090,bhpatterson91 Holly weve super busy across channel Did get touch Ifxe2x80xa6 httpstcoKFZhHQxg1j
1091,bjamesellis09 James get back Did manage get sort We madexe2x80xa6 httpstcoL79wYZswaR
1092,bZiggyA91 TheFCA We follow guideline set follow We confirm entry onxe2x80xa6 httpstcoQg0k1fASqA
1093,bemilyoflanagan Glad get sort Emily Stay safe Brogan
1094,bPhil93777165 get back Phil glad able get sort Stay safe Brogan
1095,bMariaMihV Maria Well come back Brendan
1096,bBulIetToothTony drop well take look Brendan httpstcomPqb4etrYV
1097,bEmmaReardon Emma When receive new card usually one Chip Pin transaction youxe2x80xa6 httpstcoxcXjEKRzGP
1098,bstevenpwoods Steven hope youve able get sort send usxe2x80xa6 httpstcogiLyK8W1VQ
1099,bkrak3n Chris thanks reach plan support Google Pay present You find morxe2x80xa6 httpstcoJGDMmRnCza
1100,bshannonblessing Shannon form working could try Brogan
1101,beddz9102 Hello see youre issue activate card online error code youre getxe2x80xa6 httpstcoRWs5Qt7hi0
1102,bFletchManagment please try clear cache cooky device tryingxe2x80xa6 httpstcoo5IHlT4Xgc
1103,bCromerty personal Barclaycard feel free drop button well take look itxe2x80xa6 httpstcoSpPJTiICni
1104,badkent It look like colleague Ramona touch reply tweet contaxe2x80xa6 httpstco1iUeioQa2h
1105,bevilhomer80 Glad able get sort Chris stay safe Brogan
1106,bDeeOgunbiyi afraid youll give team call discus team really busy momxe2x80xa6 httpstcoy5t1f3NIDR
1107,bAlanForsyth07 We review offer frequently Alan look lots factor apply one accountxe2x80xa6 httpstcoHfZ9hI11AM
1108,bSamsLilChocobo Sam Sorry hold Did manage get sort Brendan
1109,bDenzelbraw Donna Did manage get sort feel free pop across button belowxe2x80xa6 httpstcoIgAQDySiG5
1110,bRollemasil Lisa manage try clear cache cooky web browser please Brogan
1111,bjen_sar21 BarclaysLDN Jennifer Sorry get back Did manage get sortedxe2x80xa6 httpstcoOVD77sNoeQ
1112,bDeeOgunbiyi Did manage get sorted Brendan httpstcomPqb4etrYV
1113,bCharrFee Charlotte So You may spot already online herexe2x80xa6 httpstcoMjho8TZXyr
1114,b8JCM8 Sorry still help pop across button wexe2x80xa6 httpstcov9UWbVX0hT
1115,bCromerty Did manage get sorted Brendan httpstcomPqb4etrYV
1116,brobertjsmith95 Rob youre still lock help drop button well take axe2x80xa6 httpstcogn1MgezgRc
1117,bdavenportsevent Our payment holiday form live All info apply right herexe2x80xa6 httpstcooEuBiyo8aM
1118,byorickmoes Sorry hold see youve drop Well take look Brendan
1119,bMatt140685831 Matt Sorry Thats right youll find form address detail page hexe2x80xa6 httpstcohGPbrEmU2T
1120,bmartindrye Martin Just pick last message When drop well take look Brendan httpstcomPqb4etrYV
1121,bmartindrye Martin youre still lock help Drop button well taxe2x80xa6 httpstcosmc5Tz7HMk
1122,bLiamMullins16 Thats great news Liam take longnnTake care stay safennThanksnDan
1123,bPrishalMakwana Prishal Can please advise option quite limited tweet Dan
1124,bThanks_NHS_2020 Sorry get back Youd apply 3 month payment holidaxe2x80xa6 httpstcoI8qylI0tgc
1125,bTomStannard10 Tom youre still difficulty feel free pop well see whatxe2x80xa6 httpstco2L6k1biUjD
1126,bMC_1894 Hey MC request transfer credit balance back bank account online savexe2x80xa6 httpstcoukxjaJvyih
1127,bfuck_twr Sorry reply This support measure specific UK account holdersxe2x80xa6 httpstcoHANcwzMEqT
1128,bAnnette62702479 You sure Annette find detail httpstco60fqQbnoLJ Brendan
1129,b77booth James Sorry hold reply It sound like may either promotional offer jxe2x80xa6 httpstcoWeDGm2IaZJ
1130,bLondonjenny63 Sorry hold Jenny Did get sort drop secure message whenxe2x80xa6 httpstcod8znn8Y7Zo
1131,bWarrenChurm Good morning get back weve extremely busy You apply forxe2x80xa6 httpstcoj7Moaxwgx4
1132,bashishdawra Ashish see one colleague help another message pleasxe2x80xa6 httpstcoOC1IpyCLHP
1133,bquiveen Kevin Wexe2x80x99ll take look card see activity Did manage gxe2x80xa6 httpstcosGaQKsWVfZ
1134,bIamwaders You request transfer credit balance back banxe2x80xa6 httpstco7D66uP96EY
1135,bMarkSI_UK Its great see youre face issue could please lxe2x80xa6 httpstcoagoGI4T2Ug
1136,bMikeLeGeek Mike Sorry get back Weve receive widespread issue wixe2x80xa6 httpstcoNUoLADeh4k
1137,bWullie71434565 Wullie get touch get back touch Are yoxe2x80xa6 httpstcoBSBNB1WpVy
1138,blmcswish You arrange get credit balance transfer current account via MyBarclaycard onlinexe2x80xa6 httpstcoAmJZrJDuMx
1139,blmcswish youre still wait refund apply card may best keep open theyve complete 12
1140,bJamieGBarry Jamie Sorry get back What help Ill bestxe2x80xa6 httpstco84sAQ1soAa
1141,bhandshadowgraph Drew Sorry reply That sound strange So take close lxe2x80xa6 httpstcoh6gRho6IMT
1142,bJackMoylan Jack So get back You online post save wxe2x80xa6 httpstcoQEk5FQXVne
1143,braverfrosty Paul really reply Did manage speak team canxe2x80xa6 httpstcos41MIeci5G
1144,bdaniel_peers Daniel Sorry get back Could please detail error youxe2x80xa6 httpstcoFtrnh3Rmbw
1145,bTommyDalton hear Youve tweet UK team youll tweet friendsxe2x80xa6 httpstcovpRDSFg7yc
1146,bcindyemily Cindy great see happen could please let know thxe2x80xa6 httpstcoA397wVqblD
1147,bSuerivett Sue Sorry get back Wexe2x80x99ve really busy front recently Havexe2x80xa6 httpstcokjkqh8Ly53
1148,bjosharandle NoakSpink Josh Have able speak someone could plexe2x80xa6 httpstcoGEsa0zM2sd
1149,bTimmerfee Tim Its great see youve able get touch Could pleasxe2x80xa6 httpstcoV94PoRNAYE
1150,bScott_Proper_ Our payment holiday form live All info apply right herexe2x80xa6 httpstco6ab1K7vTbc
1151,boctavian88888 You request transfer credit balance back bank account online save yoxe2x80xa6 httpstcoVv8QPB0JJv
1152,barighttweet Daz Its great hear youve face issue use automatedxe2x80xa6 httpstco9uUPERXHUS
1153,brobhitchman HI Rob reply Can tell error code messagesxe2x80xa6 httpstcoRigsaxp1fx
1154,bsupinda_dee Dee Sorry get back You apply holiday online Itxe2x80x99s avaxe2x80xa6 httpstcolpYh9HLzGe
1155,bCathy51584340 Cathy get please pop let know holiday companyxe2x80xa6 httpstcocX3cGW5FJD
1156,bKatSutton44 Katharine get back Did manage get touch pleaxe2x80xa6 httpstcoSPiCTv5Adu
1157,bBane1_1 Aaron Could please try clear cache cooky device tryixe2x80xa6 httpstcodXviD6f2vo
1158,bBarclaycard payment holiday available anyone whose income affect coronavirus For full dxe2x80xa6 httpstcoXNUcMO1yR4
1159,bnucleuslondon Peter take long come back work hard toxe2x80xa6 httpstcoQnJBsv84EH
1160,bCharleeStCloud Charlie take long come back work hard canxe2x80xa6 httpstcoGZ2lE9Epqc
1161,bLiamMullins16 Liam really work hard deal amount quexe2x80xa6 httpstcoWQdCWVoCns
1162,btom_henry1 Tommy get back weve super busy across channel Dixe2x80xa6 httpstcodyXkikR1J8
1163,bthebeercard PaulThanks message take long come back We would needxe2x80xa6 httpstcoWamePfS9Ij
1164,bjoshuapsjones Joshua weve super busy across channel Did get toxe2x80xa6 httpstco9l6NEP0DAF
1165,bDormerSteve Stephen work hard deal amount query txe2x80xa6 httpstcoH4QvHNrZkf
1166,bBexster100 You request transfer credit balance back bank account online save hxe2x80xa6 httpstco0gBYZYgQZ1
1167,badamkylegreen hear Adam weve super busy across channel Did get notxe2x80xa6 httpstcoI2MNqdzCr4
1168,bBethanHarriesxo Beth message take long come back worxe2x80xa6 httpstcog0uvZWnZPM
1169,ballantjconnell Allan message take long come back worxe2x80xa6 httpstcokyALxef8fU
1170,bgeorgin70671677 MoneySavingExp Georgina really work hard dealxe2x80xa6 httpstcop7V7hrsZ77
1171,bAsh_470 Ash take long come back This feature isnt available app onlxe2x80xa6 httpstcotZOb7v8YrH
1172,bTheGoodFoodShop There take long come back work hard txe2x80xa6 httpstcoxeupQfGAyJ
1173,bnickychurchill Nicky message take long come back worxe2x80xa6 httpstcocAMJ11lm8D
1174,bthejamesdixon James get team pop let know youre callinxe2x80xa6 httpstcoqlYrZLJ7x3
1175,bIamAMIT_M Sorry get back Amit weve super busy across channel Did manaxe2x80xa6 httpstco4jcK5mCp35
1176,bgurtzingher get back weve super busy across channel Have maxe2x80xa6 httpstcox4RL0CF5yH
1177,bPaulDobson88 Sorry get back Paul weve super busy across channel Did gxe2x80xa6 httpstcoztiPfZ6DAZ
1178,bIf view statement easily Barclaycard app Donxe2x80x99t app Find howxe2x80xa6 httpstcoeWcb0NA1QU
1179,bercingokhantunc get back weve super busy across channel Have yoxe2x80xa6 httpstcozJWuuTzbVg
1180,bchellemacgill We cant check delivery email afraid Chelle sure team touch shortly Cass
1181,bRuthGrindrod1 Thats really great hear resolve Ruth thanks let know Taxe2x80xa6 httpstcovRk1LTB2DK
1182,bpimran786 get back weve super busy across channel Did manaxe2x80xa6 httpstcoSTiLDaiFk2
1183,bXanderNTweets Xander message take long come back workingxe2x80xa6 httpstcouPOICfGSvw
1184,bak_mcrobbie Alison Id like try help Can pop let know late fee addexe2x80xa6 httpstcopoxwbdBEpp
1185,bSButtoo Sumit late reply take look website give informationxe2x80xa6 httpstcop2ldhOgLmI
1186,bercingokhantunc alphalion8 With global restriction place teams arent available momentxe2x80xa6 httpstcoAVCFHdWLxe
1187,bRuthGrindrod1 Ruth message take long come back workixe2x80xa6 httpstcoqFER1ldRX3
1188,btravelsofalan Alan payment holiday form live All info apply right herexe2x80xa6 httpstcouuAFvKcqpb
1189,babigailbullen Tiger With global restriction place teams arent available present whilexe2x80xa6 httpstcokDJtSaO7mh
1190,bmisterbassman49 They take call Brian due current situation customer txe2x80xa6 httpstcoCR5Ykhnk57
1191,bPhil_A_Irving 22 update urgently would call team directly 0800 161 5291xe2x80xa6 httpstcoTX8DXpYInF
1192,bPhil_A_Irving Apologies late reply Phil Wea work hard get queriexe2x80xa6 httpstcoJrYSosrTYr
1193,bercingokhantunc take long come back work hard catch upxe2x80xa6 httpstcouG5Jl0NpXG
1194,bflypeIicanfly Joel Dont worry cant make payment month due impact Covid19 take axe2x80xa6 httpstcomfCySyt1fo
1195,bcmstygar get back weve super busy across channel Have beenxe2x80xa6 httpstco6X7CxDOmZJ
1196,bmisterbassman49 Okay Brian case youll call speak digital team 0800 161 5300 betwexe2x80xa6 httpstcoQoz0UiuE9k
1197,bInsuranceLitSol Fantastic thanks let know Kelvin Cass
1198,bRichie_B_Knight Richie With global restriction place teams arent available momentxe2x80xa6 httpstcotxrosha0Sy
1199,bwreid306 William nnIxe2x80x99m reply wexe2x80x99re extremely busy momentnnI see itxe2x80x99s bexe2x80xa6 httpstcoUqolK4jPKX
1200,bChristi62390690 Apologies late reply come back work hard go back toxe2x80xa6 httpstco53LlGvebME
1201,bGiveJoshMORE Josh request transfer credit balance back bank account online toxe2x80xa6 httpstcoJr37ACXCNN
1202,bGeekDad412 Adam get back weve super busy across channelxe2x80xa6 httpstcoL2bWBml2Ii
1203,bTheKidSi really work hard deal amount query axe2x80xa6 httpstcoiUKV0cXNBP
1204,bRachelpullen19 Really glad sort thanks share Dan
1205,bmuckworms Dan Apologies late reply delete cooky clear cache try rexe2x80xa6 httpstcoH40kZjyg05
1206,bC0tt0n1 Apologies Mark limit team member available due Covid19 work hard txe2x80xa6 httpstcoSRu2I8h7S1
1207,bSamantha55133 Samantha Apologies work hard deal query arexe2x80xa6 httpstco53Jkod95Bd
1208,b_Andy_Cope Andy try call couple time yesterday couldnt get sure youxe2x80xa6 httpstco0wTapd60et
1209,bameloah It happen automatically Patricia Have check see moved new account Ixe2x80xa6 httpstcodCFSsheRgS
1210,bthisistheyear Sorry get back John Weve launch new service online youxe2x80xa6 httpstcomgZ7HHjtXi
1211,bSaluteMyGayness Mickneal74 Lola inputting UK postcode Cass
1212,bmummyvikki really wait Did manage speak team please let knxe2x80xa6 httpstcoauNAS3hHbD
1213,bMickneal74 Michael get touch httpstcoRJ9kmFRZ9e applxe2x80xa6 httpstcoXI2335bBtJ
1214,bTammyClore Tammy thanks get touch responding Can ask team yxe2x80xa6 httpstcoSKDsosLnRD
1215,bMarlonDWSmith appreciate frustrate Marlon We cannot unlock account via social medium isnt secure Kristos
1216,btezo89 Tezo Sorry reply Although experience area everything isxe2x80xa6 httpstcoeq94bAPqIn
1217,bInsuranceLitSol Kelvin We look help nnhttpstcoO2v1FoFjWVxe2x80xa6 httpstcoPFFgLJxXFa
1218,bDan_Linehan youre face issue Dan help friend AskBarclaysUS wilxe2x80xa6 httpstcovGaOnxJeo9
1219,bChrisSc02504440 Chris see colleague ask pop canxe2x80xa6 httpstcoAXPspPry50
1220,bjosiejo30 hope shes able solve Jo pop let know hexe2x80xa6 httpstco0ISb9LwbXM
1221,bbiggerdeffer Mastercard No worry pal take care Dan
1222,bcali_cali Noelle respond message We certainly look help protect youxe2x80xa6 httpstcoqfn2A2StVs
1223,bbiggerdeffer Mastercard 22 youre able leave quieten little would save txe2x80xa6 httpstcoSjWl6gAirA
1224,bbiggerdeffer Mastercard There We get credit balance transfer back bank account buxe2x80xa6 httpstcoKWUWNiFgHU
1225,bJordsLiddle Jordan great see youve receive We get credit balance transfer back yxe2x80xa6 httpstcoHxQLq3OW2x
1226,bWardy_25 message take long come back Sorry yourexe2x80xa6 httpstcoLDunZHk5xH
1227,bCraftyMartin Hey Kevin get back weve super busy across channelsxe2x80xa6 httpstcoJhHTG9GsBw
1228,bNatchanxo Our payment holiday form live All info apply right herexe2x80xa6 httpstco6ijEKhEGsJ
1229,bangelapolanco16 Apologies late reply Angela swamp every channel present less teamxe2x80xa6 httpstcon6MEY9jHS6
1230,bJWLevitt Jonathan Our friend AskBarclaysUS help Theyre available Monday Friday 9am5pm EST Nicola
1231,bAlexWood_Barton Alex get back Did get sort please pop oxe2x80xa6 httpstcoTREeE1v49H
1232,b_BillyHall Billy You dont worry certainly look raise chargebackxe2x80xa6 httpstco0r1Kpo0S6f
1233,bsciolisthjf get back Howard weve super busy across channelsxe2x80xa6 httpstcozW46PZUN7X
1234,bmisterbassman49 Brian Apologies late reply Can please delete cooky clear cache anxe2x80xa6 httpstcoGZPi1stH51
1235,bsegar_petal Were really busy moment one colleague definitely thexe2x80xa6 httpstcoVCvqxQT2ZR
1236,bShaunGDavey Shaun take long come back work hard caxe2x80xa6 httpstco38rFwknaZg
1237,biamlauraj Wexe2x80x99ll still charge interest line exist rate balance payment holiday soxe2x80xa6 httpstcockCDIeYc5Z
1238,biamlauraj youxe2x80x99ve miss payment either March April youxe2x80x99re worry youxe2x80x99re miss onexe2x80xa6 httpstcoVDGR34AEcp
1239,biamlauraj You dont call set apply right httpstco2C3PNxZqPy 24
1240,biamlauraj Laura income affect coronavirus may entitle Barclaycard paymxe2x80xa6 httpstcot3XJ0XNVJT
1241,bL4UR3_N Lauren take long come back work hard catchxe2x80xa6 httpstcohg536AeZAQ
1242,bClareBezzant Hey Clare get back income affect coronaxe2x80xa6 httpstcoIz7kx3sTb7
1243,bNickNack024 Hey Nick late reply We few colleague usual answer phone right nowxe2x80xa6 httpstcot2RkYSQUbD
1244,bJoshWillJames get back Josh weve super busy across channelsxe2x80xa6 httpstcoJQEpEzlhny
1245,bKellyWelburn Hey Kelly late reply message We few colleague usual answerixe2x80xa6 httpstco0aI0Fw7gbu
1246,bkezolly Kerri see one colleague help send Ixe2x80xa6 httpstcoVIKPwvIiVJ
1247,bgabbyrosenthal Gabby really Were really busy moment cause somexe2x80xa6 httpstcogushGFI9Kk
1248,bstephenwilson37 get back Stephen weve super busy across chanxe2x80xa6 httpstcoNSiChL4tRu
1249,bCFCArran Hey Arran still few colleague usual answer phone right bexe2x80xa6 httpstco1GJpm7fURm
1250,bLynnElliotEsq You mention pay credit card account Barclaycard US As Barxe2x80xa6
1251,bAdamJParnell When Ive need call Ive set phone charge loudspeaker get nxe2x80xa6 httpstcotrProQDxbC
1252,bAdamJParnell Hey Adam youre able access account online recommend persist inxe2x80xa6 httpstcoDJi9r3zEUd
1253,burbankravdave Hey Dave late reply income affect coronavirus may bexe2x80xa6 httpstco8aHSyO1v5E
